type,size,risk,r,angle,z
Satellite,Large,Critical,72.284549773577,221.554409411853,96.4250086223606
Rocket_Body,Medium,High,22.5988639049586,146.057192705141,57.2970068194418
Satellite,Small,High,47.4236711216569,14.7896513839999,143.522200588631
Rocket_Body,Small,Moderate,59.3729573549219,125.023850750051,49.4962342935414
Satellite,Medium,Moderate,46.2465536272147,95.4822681009628,144.32788642377
Fragment,Small,Low,56.7650508222706,246.992815419655,135.222877665112
Satellite,Medium,Moderate,99.6873677918757,341.56457916909,40.5574852965984
Satellite,Medium,Moderate,22.1695582341569,96.4969874563096,120.531266523964
Rocket_Body,Medium,High,70.7910440802783,292.127738094605,149.340630270525
Satellite,Large,Moderate,45.6400869747053,19.9295340978274,37.8994503256923
Satellite,Large,High,21.9708819016595,193.723563614332,65.5165753984979
Rocket_Body,Large,High,24.2863087036878,25.398022935562,78.0271104850139
Fragment,Medium,Moderate,95.4345795621055,336.25187680703,44.2396703705796
Fragment,Medium,Low,89.1641347040585,275.88646100066,2.28972594690446
Rocket_Body,Large,Low,91.6337764373519,236.861968033653,33.019386629629
Rocket_Body,Small,Critical,99.2379498244647,296.602697384879,42.2905326512637
Rocket_Body,Medium,Critical,28.7483851007666,233.107126405258,66.539955197728
Rocket_Body,Small,Moderate,41.9895403627655,348.819982982744,25.6653717620102
Rocket_Body,Small,Low,70.229712693238,257.024861231317,130.98815350375
Fragment,Medium,High,53.5422285874582,332.877099449608,105.7366699097
Fragment,Medium,Critical,47.65505800405,186.167481123829,12.7800716339492
Rocket_Body,Small,High,42.2030124402033,42.1431886734705,97.5138676709897
Satellite,Small,Critical,63.4402568749107,190.143979712286,98.048471460843
Rocket_Body,Large,Moderate,61.8034085776073,45.6742181027135,143.433176046544
Satellite,Large,Low,24.5312050657816,213.297652503505,0.453130703424187
Rocket_Body,Medium,Critical,52.4565853766595,173.697501789958,37.189867470871
Rocket_Body,Large,Low,59.8124598588864,224.127143219801,139.168721906297
Fragment,Large,High,61.3258244858251,3.61691317973937,139.820087309742
Satellite,Large,Moderate,28.9096473621116,70.142576995931,108.087962905595
Satellite,Large,Low,76.8044253027058,176.878955488367,114.864498157131
Fragment,Small,Moderate,12.2679185338962,342.181282172088,13.722443689447
Fragment,Medium,Low,41.9348669988846,138.099254527857,77.081375216735
Fragment,Large,High,80.219138368207,152.773929379308,34.7374486933499
Fragment,Small,High,60.7503628949862,257.290592042384,27.1827065420425
Satellite,Small,Moderate,33.5046189259774,217.365392623002,121.545494868499
Satellite,Small,High,72.5457807408742,107.613414035399,20.2557205020821
Rocket_Body,Large,Critical,61.0651849740466,147.893902404274,70.2977455494577
Rocket_Body,Large,Low,81.6619248510748,78.3719275886036,140.786735937904
Fragment,Medium,High,76.1522667570841,347.767725286875,27.8748083348013
Fragment,Large,Critical,64.9097129832611,47.0283773606495,146.699013560735
Fragment,Large,Moderate,53.9359907779732,133.861242443911,149.143197864158
Rocket_Body,Small,Critical,21.9863913100771,9.30202999920402,83.3425732023604
Rocket_Body,Medium,Moderate,33.5199716096845,79.8406170960767,25.5214110265736
Rocket_Body,Large,Moderate,47.7189525625376,280.969609816855,47.4157331911343
Rocket_Body,Large,Low,63.9369358305749,72.4230836239966,63.6739249014802
Rocket_Body,Small,Low,56.2337069693774,28.8228249104276,46.3986336537334
Rocket_Body,Small,Critical,35.9366073363576,170.803144744028,42.0953369814773
Rocket_Body,Large,Low,10.5817922010739,3.58892450442665,145.834456382453
Fragment,Medium,Low,54.6615299710732,30.5158155934799,23.0047241123618
Fragment,Medium,Low,35.7063389706018,290.745313042671,109.999186307529
Fragment,Small,Critical,76.1147470639481,277.730404149458,0.0615434158762306
Fragment,Small,High,12.1551638743435,329.449975345762,89.4274004103565
Rocket_Body,Large,Low,62.6345030175211,307.625556927869,137.391450593107
Satellite,Small,Low,94.7326813755458,245.943202766334,43.1901141139828
Rocket_Body,Large,Critical,25.6968340400349,18.8398286282386,27.8288962886578
Satellite,Medium,High,52.4484541675535,281.825502475196,97.751969231764
Fragment,Medium,Low,18.2279792635424,304.383891902601,106.890211094758
Rocket_Body,Large,Moderate,66.3113721035217,287.669572477903,103.204577842797
Fragment,Small,Critical,59.5478512536603,183.052452710889,47.8975320032061
Rocket_Body,Medium,Low,46.6628971791549,83.8446619138134,37.8303603238996
Fragment,Small,Low,56.9239319326367,304.318791247941,143.387819994306
Satellite,Medium,Moderate,90.6917192622109,261.778611506449,138.494926240489
Satellite,Large,Moderate,27.666487207996,353.074022779986,68.597491483923
Satellite,Large,Critical,12.0308060534812,56.0493351921358,126.929079923156
Rocket_Body,Large,Critical,87.549839622919,81.2392498987398,67.8485216451444
Satellite,Medium,Moderate,61.9405374149115,76.2473339573409,63.6583527108765
Rocket_Body,Small,Critical,90.1592609915658,285.314316343681,23.5144421398942
Satellite,Small,Moderate,63.7250701071855,67.2866267220425,63.9609084737959
Satellite,Small,Low,82.9144980963732,23.9975387363901,80.612540789971
Rocket_Body,Medium,Moderate,48.6706027019633,359.481890370826,3.37564911430297
Rocket_Body,Medium,Moderate,77.4873938159441,8.93419612025369,66.6169507763109
Satellite,Medium,High,92.173732020087,300.687861657191,117.20343275928
Rocket_Body,Medium,Moderate,61.4910667349985,131.532062958235,102.00690845614
Satellite,Medium,Moderate,26.2706635506141,302.981565512813,95.2735483295902
Rocket_Body,Small,High,34.1917853527178,199.663376836012,136.43331426558
Fragment,Medium,Critical,27.8780119207665,324.587242615089,2.7048014737845
Fragment,Medium,High,32.2171324836159,333.429475109265,83.5571379288351
Fragment,Small,Low,37.5773904415932,3.27534526107935,118.102327261456
Fragment,Medium,High,59.9620408077869,27.1483833574037,81.20030740519
Fragment,Small,Low,62.9192466517449,90.1291426455079,48.5843328870568
Satellite,Small,Critical,48.3849772517675,240.95354989086,20.4375847637966
Fragment,Large,High,65.3878701838751,319.777990744142,133.134460772428
Fragment,Large,High,17.3417433050229,165.579102465826,70.6143588581404
Fragment,Large,Critical,17.9009413352343,218.510321858735,131.717279547855
Fragment,Large,Low,25.4646514321892,67.859947006402,87.8778183649752
Rocket_Body,Medium,High,56.626974823631,289.788060197406,101.12881749225
Satellite,Large,Low,29.2595210828482,348.238120087249,120.639173156767
Fragment,Small,High,35.4955963143319,96.695615849255,98.8733316900201
Fragment,Medium,Moderate,46.0281552555694,178.137342576196,59.7082261018406
Fragment,Large,High,83.0679511609341,31.0017997822945,77.0450075892976
Satellite,Small,Critical,11.2475922321574,201.289196326668,120.456828701381
Rocket_Body,Medium,Critical,68.444093821296,181.002039064805,56.0475444559476
Satellite,Medium,Low,70.1988877936616,51.9971342958279,58.2182185152745
Rocket_Body,Large,High,81.8790202320972,159.143836722507,14.3535174087001
Fragment,Medium,Low,93.9477645154281,120.277674751162,137.187665283262
Fragment,Small,Low,11.812406405436,187.859115109868,13.6554472418162
Satellite,Medium,Moderate,23.8405334961894,210.835560754367,97.2313766172833
Satellite,Small,Moderate,89.7554164650393,3.05840829859542,61.9791718204196
Rocket_Body,Medium,Critical,51.2666705968313,273.962153861839,60.8429085383163
Rocket_Body,Large,Low,60.8131575040117,256.685145070226,101.932775485902
Satellite,Small,Critical,69.6724483350832,131.863099034347,10.0640598944818
Rocket_Body,Medium,High,71.1159944046073,19.0569368047745,89.0558674427152
Satellite,Medium,Low,93.8566362984857,271.775714322618,115.804767895853
Rocket_Body,Medium,Low,99.7254475670502,343.863057772127,124.231913682989
Satellite,Small,High,74.8141714837846,86.4545745679251,25.5795584090662
Satellite,Small,High,35.8499088284635,116.468860945333,134.612857511726
Satellite,Small,Critical,89.1777162064909,66.1726402134533,98.4219137771163
Rocket_Body,Large,Critical,14.4298823086685,207.697004404142,132.278220123102
Rocket_Body,Large,High,30.7972767587046,55.7429020730837,72.7921075665297
Rocket_Body,Small,Critical,90.7647145717343,128.229819646096,81.3050017645803
Satellite,Medium,High,33.0572362995419,250.924685016334,137.8557415543
Rocket_Body,Large,Low,29.8585953659573,201.641753883365,134.9864315032
Rocket_Body,Small,Low,22.4312763826222,139.126523158056,67.2241310053503
Satellite,Medium,Moderate,87.3200581882224,151.289856650715,41.1618947453522
Fragment,Large,Low,55.0052433271978,202.359917744362,58.9755651846396
Satellite,Medium,High,70.7403882748739,2.11130203937806,58.1646492794624
Rocket_Body,Medium,Critical,31.5159745667526,28.2635526432995,43.030031247419
Satellite,Medium,Moderate,78.2236378910094,317.252904394684,40.2869406499449
Fragment,Medium,Critical,78.4004990465888,28.0364360728646,129.159440471957
Satellite,Large,High,38.133822241747,254.449294635781,10.4792881026992
Rocket_Body,Large,Low,46.9614369709254,331.213739079258,101.641677314939
Fragment,Large,Moderate,28.872124968718,97.4460975486232,25.9230077184678
Rocket_Body,Small,High,97.8904920990613,133.376917341425,51.6758840091094
Fragment,Large,Moderate,68.104231935257,204.811706104097,9.23145512022553
Fragment,Medium,Moderate,94.1089492643964,317.41522906989,40.4960455283193
Satellite,Large,Low,37.3046989266219,339.086011413751,115.263160667586
Satellite,Medium,High,80.37018216972,266.242769320056,132.752298682088
Rocket_Body,Small,Critical,78.9272779496267,31.1831139076898,33.229072785355
Satellite,Medium,Moderate,72.2490086679887,240.895495992546,69.5321758888382
Satellite,Medium,Moderate,96.907507774012,147.709339874158,70.5486071905809
Fragment,Medium,Critical,45.4199802495684,169.452359816782,131.03629586396
Satellite,Small,High,21.7645591230781,17.6934205242637,114.41985793137
Fragment,Large,Moderate,70.4537973319654,68.7823701646889,76.9615827552074
Fragment,Large,Moderate,75.6378820429485,284.584898712113,100.612080070766
Fragment,Small,Moderate,61.7554516112933,163.425179897229,127.103258086405
Rocket_Body,Medium,High,28.6136103820056,108.598406987213,1.43084310383174
Rocket_Body,Large,High,55.4010347502419,138.246866627384,60.4335046575072
Rocket_Body,Small,Critical,38.0970762912216,307.583824797244,136.086475091561
Fragment,Large,High,48.471987535002,269.639646265784,111.046954626592
Rocket_Body,Small,High,68.0696718260197,98.0335429851898,81.4262061501112
Rocket_Body,Medium,Low,77.0693268421751,42.3006624764543,79.44667905527
Satellite,Large,Critical,30.9002221811208,90.7193597918658,52.1655146406656
Rocket_Body,Small,Moderate,46.4792824582258,331.472322379704,78.0780800462271
Rocket_Body,Large,High,34.2245413892466,209.371981625911,98.3074799195179
Fragment,Large,Moderate,27.8768452475682,192.052875148121,62.7544557643189
Fragment,Large,Moderate,80.5048497996254,214.701695889286,107.122971958826
Fragment,Large,Low,91.8327424993293,131.770175668745,129.184834089057
Fragment,Small,High,43.3208967116119,290.558527315024,23.2027272277291
Fragment,Medium,Critical,77.615103193639,188.383049748089,67.7320534226136
Fragment,Small,High,90.7295760427969,42.0292449967663,61.2030136927621
Rocket_Body,Small,Moderate,86.1511789477208,46.4634449384626,103.119720607459
Fragment,Small,Critical,26.4532049685303,193.269292740942,37.4801197886894
Fragment,Medium,High,96.0662693362025,337.165278505502,96.0376372428414
Satellite,Large,Moderate,43.9008796386516,111.006763803431,131.623386259723
Rocket_Body,Large,Moderate,40.5316595056452,313.034820789318,62.7197399690434
Rocket_Body,Large,Low,15.6188194550002,275.074411168396,136.652354996883
Rocket_Body,Medium,Low,53.7556288694394,89.2124794464864,148.974560840021
Fragment,Large,Low,19.8112254076835,13.0826693938472,15.9138074921928
Fragment,Medium,Moderate,32.3685838834683,36.6650154512577,34.9579781977287
Fragment,Large,High,38.5248359590553,262.257816185078,142.556962722313
Satellite,Large,Low,82.7943691142515,71.8811056946328,143.749152972208
Fragment,Small,High,88.7939785356306,133.657531381941,14.6560913080137
Satellite,Medium,Low,37.2219685715322,180.611699762312,2.2497750565705
Rocket_Body,Small,Critical,87.2828309120116,261.168540642058,24.1650034884633
Fragment,Small,Critical,87.1507843632811,40.7632403732851,149.401917507337
Satellite,Small,Low,78.8185855346386,146.291905899886,26.999942491603
Satellite,Medium,Moderate,23.2025602613663,174.62624729137,75.3821410083034
Fragment,Medium,Low,72.1290562210656,194.697743029754,127.262658964576
Rocket_Body,Large,Low,95.0521658122511,294.609830902278,3.06024160323095
Rocket_Body,Small,Moderate,71.4286430890441,61.804150215558,90.6733473387689
Rocket_Body,Large,Critical,39.845516419705,290.819322657584,41.5538173304436
Satellite,Small,High,55.0521385687748,249.436233970794,129.350237465959
Satellite,Medium,Low,68.1152539015948,200.113493111625,42.5191723896118
Satellite,Medium,Moderate,55.9513367855653,251.830033344925,103.013358042286
Satellite,Medium,Low,20.7957647557872,148.326386022596,101.132944867109
Rocket_Body,Small,Moderate,38.0857640186818,49.8231309485248,33.224032328946
Fragment,Medium,High,82.2156427498269,239.675486495532,5.21987998025251
Satellite,Small,High,87.5276241485965,188.882030406824,61.3874360678095
Satellite,Large,Critical,22.3570029444013,230.174928195399,43.3789727948804
Rocket_Body,Small,Moderate,95.7148077158852,121.679561170256,121.346662442056
Fragment,Large,Moderate,39.5940356063748,326.47196784234,120.054628268301
Fragment,Small,Critical,69.6082364857647,211.453152687207,68.5535928288938
Rocket_Body,Large,Critical,77.6642631361013,30.7448943447145,90.9768337984828
Rocket_Body,Medium,Moderate,83.0751611174095,161.929436653594,90.6389273980387
Fragment,Large,Critical,95.1174732003337,272.288179707708,124.073722264143
Satellite,Medium,High,38.162759322594,285.888442223618,63.7503621184796
Fragment,Medium,Low,87.2655809096399,178.054938994953,41.3170019685763
Rocket_Body,Large,High,21.8518213092586,322.109125499268,39.7552377210821
Satellite,Small,Critical,73.4536815718233,96.3606373899471,80.4288418923306
Satellite,Small,Moderate,76.7779956562587,147.815531005775,67.3722304098318
Rocket_Body,Small,Moderate,70.9950917081188,323.494887804829,66.0181156477404
Rocket_Body,Small,High,32.7083262521637,322.652417929768,13.670600863456
Rocket_Body,Small,Moderate,88.5738832313683,246.856596776885,107.790561103529
Fragment,Medium,Critical,25.1972617033355,309.232996963999,32.0605031972866
Fragment,Small,High,14.8271312368747,31.9583761042437,29.5430445313082
Satellite,Medium,Moderate,74.5718491550721,311.398191434799,61.913748041609
Rocket_Body,Medium,Low,52.792814370946,115.423166358081,34.1667512426702
Satellite,Medium,Low,86.4188217962808,64.1993444741578,87.5787400962023
Satellite,Large,Critical,44.5057426952433,86.1731410831366,55.7195009001707
Satellite,Large,Moderate,25.1450729656941,150.468662884999,67.3367583889185
Satellite,Medium,Critical,85.2797973222882,90.4291216576082,80.5753982406043
Rocket_Body,Large,High,59.4018668476064,115.404330965939,30.5303283722707
Satellite,Small,Low,27.0276213151319,48.5922549857911,23.3627434298294
Rocket_Body,Small,High,74.8345598727801,106.623635601239,132.06328543104
Rocket_Body,Medium,Moderate,56.000227464055,206.02217323512,65.0585554247131
Fragment,Small,Critical,64.3881684016287,159.067334912783,61.8140414448808
Rocket_Body,Medium,Critical,51.4808504385923,124.818754044928,5.34182254092622
Fragment,Medium,Critical,84.5838085436205,268.722766388561,74.6964453881089
Rocket_Body,Small,High,84.6606444114745,321.663589701594,83.12545824165
Rocket_Body,Large,Low,73.8449939641947,272.444120244862,83.8261306431999
Rocket_Body,Small,High,19.4861239656816,119.520252762364,106.054675398432
Fragment,Small,High,85.4968475713662,267.999180421519,26.6222752486517
Fragment,Medium,Moderate,70.3911682479618,54.7128656906584,37.8334701345928
Satellite,Medium,Moderate,72.7321749403869,46.9144757128647,121.609569784561
Fragment,Medium,Moderate,42.6684556363484,124.425733333017,142.075592526509
Fragment,Medium,Low,89.1351600541306,290.77285285586,20.389912105098
Fragment,Large,Low,75.2834440211371,88.6853690072286,74.6474331757827
Fragment,Large,Moderate,20.1331419876275,22.7712272035246,32.126437910938
Satellite,Large,Moderate,46.7000230965546,47.4154326742878,9.01097525324736
Fragment,Medium,Low,89.7742325764127,309.148188670648,48.8255007189203
Rocket_Body,Medium,Critical,14.2477031527641,228.161982509023,21.5531437776319
Rocket_Body,Medium,Low,96.5274957677844,91.1524188131916,106.489961015136
Fragment,Large,Low,71.1246311487606,199.906497118145,80.0588120507166
Fragment,Medium,Low,66.8238379879038,189.928664073126,21.5751706485466
Rocket_Body,Small,Moderate,34.3503330839192,235.956952238638,1.38623826082715
Rocket_Body,Small,Critical,32.3912609865259,83.9475195917818,121.223557353631
Satellite,Medium,Low,94.7852397539736,311.185075389983,26.4291609246371
Rocket_Body,Small,Moderate,36.844520881071,111.372682348804,90.9324963331149
Rocket_Body,Small,High,79.7954767047099,249.887395431445,50.5382869615118
Fragment,Large,High,45.3809618386371,5.80487269399736,87.8228907472553
Rocket_Body,Medium,Low,22.5328663706233,134.156566761893,47.3480440473486
Satellite,Medium,High,10.9643767925823,126.61553446517,13.0409341038381
Rocket_Body,Large,Critical,58.9831603313725,195.654394289885,33.442501283663
Fragment,Small,High,97.8200936694039,26.1850542397907,28.2087849718613
Fragment,Small,High,43.2222574428284,284.447294541399,64.2029028659465
Rocket_Body,Medium,Critical,42.147310059374,78.4010886363246,98.7425675139236
Fragment,Small,Low,40.9682456064497,243.733613357523,39.5709112419536
Satellite,Large,Low,56.8489453574372,289.156364367873,1.81049029509269
Satellite,Large,Critical,49.6598395081864,202.275704246944,77.8406046397135
Rocket_Body,Medium,Critical,89.1923164054313,266.717954419914,90.8639234038458
Rocket_Body,Large,Critical,55.4968712551141,238.269712397401,144.430574100271
Rocket_Body,Large,High,55.6982054369711,127.990726974722,88.420620463987
Fragment,Medium,Critical,22.45344352485,291.189074052083,70.6758839067212
Satellite,Large,Moderate,98.4465586819347,106.09249315879,86.0102438846555
Satellite,Large,High,32.4975601781946,205.636650390546,139.185094479304
Fragment,Large,Low,16.6027660713642,268.343186090954,124.256721840246
Satellite,Small,Low,69.6831624077687,136.424127532502,48.4468100045712
Rocket_Body,Medium,Low,63.5829733141185,108.996338742273,35.5881545485705
Rocket_Body,Medium,High,47.3631088593471,165.364563662216,39.395041854911
Rocket_Body,Medium,Moderate,47.997301049261,294.466857965695,75.6631559572819
Satellite,Small,Critical,80.6557528941788,334.771834732439,111.607417684286
Rocket_Body,Small,Critical,27.6141376089684,196.23002862956,75.4828810774443
Fragment,Medium,Low,83.82279870504,238.127833916514,10.1694593742168
Fragment,Small,Low,68.3872402505516,325.178504006009,108.537105065997
Satellite,Medium,High,47.7072796401571,35.4768665086592,120.895519300643
Fragment,Small,Moderate,51.2225754925481,83.5482880318194,43.4246797679579
Fragment,Large,Critical,33.0982486467486,255.204002250569,99.6188608925025
Satellite,Large,High,77.6902899427277,296.548006288427,63.988785158159
Rocket_Body,Medium,Critical,56.158726807474,308.530450199008,133.367903359116
Rocket_Body,Small,Low,38.8769088474859,149.438583667775,126.78383372411
Rocket_Body,Small,Critical,63.6445104184855,32.162364825072,78.8147997464463
Satellite,Large,Moderate,99.616100684619,157.601331827863,103.725831872039
Fragment,Large,Moderate,49.1736051690898,83.0644524745393,132.502455153315
Rocket_Body,Small,Low,92.8622260700757,104.830723798784,74.3575515117413
Rocket_Body,Small,Moderate,41.0515155932109,278.016320461502,46.9876110733232
Satellite,Small,Moderate,14.9259436232487,27.1897509693192,113.049920686437
Rocket_Body,Small,High,28.3817895731586,297.929238293052,33.0099382177037
Satellite,Small,Critical,47.6825628994915,153.9608708967,58.2796722009063
Fragment,Small,Low,29.7671435735112,214.583015196214,129.859085566019
Satellite,Medium,Low,10.0204334396429,32.2748032448444,108.663351040397
Satellite,Small,Low,92.3501383972774,121.44926820862,60.5716507871248
Satellite,Large,Low,85.9491470107836,32.2923308453444,32.2116753612536
Satellite,Medium,Low,76.8063008338252,346.155740237199,53.3952586248354
Fragment,Small,Moderate,25.1033136081425,290.61419375745,42.6156223841149
Fragment,Large,High,20.8327218588987,165.467791568325,26.413393191578
Rocket_Body,Medium,Low,16.0844274525144,80.4969173965216,111.499937034848
Fragment,Large,High,75.1626269895629,336.043837889946,37.8104830275257
Fragment,Small,High,93.5927164619096,124.054774461709,68.1251205251645
Rocket_Body,Small,Moderate,48.7482238821733,57.9543954074549,57.8789170254163
Fragment,Small,Low,20.7226604796443,202.739179843423,147.311606795344
Satellite,Small,Moderate,56.1153538658895,339.758683324133,58.663836622233
Satellite,Medium,Low,41.3948716712767,1.37890458011612,11.9973724195132
Rocket_Body,Medium,Moderate,43.7342431914997,85.7249435714395,13.4738628858126
Rocket_Body,Large,High,65.9197561740136,337.841150547746,88.6130582029597
Rocket_Body,Small,Low,74.6846301935982,61.5909480685783,89.9045327607398
Satellite,Large,Critical,19.9543238985844,40.7676425903351,62.8138485723982
Fragment,Medium,High,13.2031207725828,205.267397687929,64.7765538468044
Satellite,Small,Critical,99.4897272417143,310.263776386138,8.08988742613068
Rocket_Body,Small,High,30.9455514023996,171.759534369813,77.4819765583893
Fragment,Medium,Moderate,14.8447472417613,358.043132406428,75.7109213070527
Fragment,Medium,Low,27.0887796186328,244.501811833677,22.4323977835416
Satellite,Medium,High,13.5062061713617,26.6669665957611,15.5759079166391
Rocket_Body,Medium,Moderate,45.2629805155454,357.419567405511,18.5358735899235
Satellite,Medium,Low,82.2161606006191,146.841925240868,15.1542369736887
Fragment,Small,Low,40.7120004781948,103.464912184373,91.4562293305139
Satellite,Medium,High,49.9765066190529,200.836506088038,29.4723978604377
Satellite,Small,Low,70.8028096210694,109.550733055511,37.7145228281195
Rocket_Body,Small,High,55.8004663062892,31.1247025632548,26.0358216227159
Rocket_Body,Medium,Low,87.5301117419191,0.514203508503619,143.675295667275
Fragment,Medium,Critical,87.943210754118,161.850007051294,128.192619472775
Satellite,Small,Moderate,10.8919625942038,301.270832001573,34.5742256027281
Satellite,Medium,Critical,80.0241675834879,206.033466826827,49.1349440883188
Satellite,Medium,High,51.4660240217506,359.714627619638,31.4839263457495
Fragment,Medium,Critical,98.9956487173296,103.264792432992,73.7813939191235
Fragment,Large,High,53.4908868287891,100.963823313619,2.94157987113803
Rocket_Body,Small,Low,98.8206350849467,57.5098056842199,100.705201334519
Rocket_Body,Large,Low,77.9112425085163,59.0628917755206,78.4737224726462
Rocket_Body,Medium,High,32.3744396151975,102.667174563617,134.795839245165
Satellite,Large,Critical,58.4555481358261,285.422416298469,24.6589026492621
Satellite,Medium,Low,99.2922075530724,326.072444629121,120.616386909169
Rocket_Body,Large,Moderate,87.1777546976731,351.031381094765,118.794152170007
Satellite,Medium,Low,18.7630204412099,83.6242754747229,19.077178382533
Rocket_Body,Large,Moderate,73.5734797128996,317.267116421073,59.7838836216191
Fragment,Large,Critical,41.1021627283731,118.171832139841,25.5228961716775
Rocket_Body,Large,Moderate,10.6284035692313,40.6225960260783,38.2080750686323
Fragment,Small,Moderate,46.3132872124299,313.208973187259,39.4869262245816
Satellite,Large,Moderate,31.1278979552474,228.998028471702,83.4354591038659
Rocket_Body,Small,Moderate,83.6982343468424,59.3031225891822,61.7116397640698
Satellite,Medium,Low,40.3597547961188,154.73925270468,142.159920600945
Fragment,Large,Moderate,84.4771324558435,103.412770155744,18.9555212920507
Fragment,Medium,Low,10.0538144951315,265.24604473567,146.053820227529
Fragment,Medium,Moderate,37.7037235023507,163.229843024736,34.5957960321395
Satellite,Large,High,31.7048692876985,356.140780238298,115.931090457277
Satellite,Small,Critical,31.0210624961749,19.7081936134542,50.8454889259232
Satellite,Large,Moderate,16.1367957788916,127.805495809048,21.462209312597
Satellite,Medium,High,26.8411843369451,173.484060159591,128.683377786935
Fragment,Medium,Moderate,59.9994612897057,181.128079709395,46.3291348854694
Fragment,Large,Moderate,36.222496555397,113.736896058829,98.8283106340263
Rocket_Body,Small,Moderate,47.5655304096233,262.526489675124,84.9665527629939
Rocket_Body,Small,High,43.9180192312469,314.90894645603,70.7634464086311
Satellite,Medium,Critical,88.8314432499905,337.93894871203,74.3729208972808
Fragment,Medium,High,91.4769099109463,289.833615647829,109.835687113843
Fragment,Small,Critical,54.3661274490274,306.208871030375,13.165937118516
Fragment,Large,Moderate,39.7140355284043,198.196308223198,100.227099293685
Rocket_Body,Medium,Low,19.6120633602127,297.319761513653,134.371815209786
Rocket_Body,Small,Moderate,95.8062591443885,109.261407293262,8.66822955297962
Fragment,Medium,Critical,15.4204250410267,143.452354359317,21.09800088505
Fragment,Large,High,36.7885249811452,114.088684974675,107.494790505304
Fragment,Small,Moderate,36.8259581053003,168.259440761253,65.5922472366926
Rocket_Body,Medium,High,38.8361157526193,102.808661845909,60.5322931220532
Fragment,Large,High,24.7858158945168,346.1801192116,20.5449951816353
Fragment,Medium,High,80.4845287831327,112.62406608204,76.0155061076682
Satellite,Large,Moderate,21.024807576939,35.2960337199383,18.9817966794565
Satellite,Large,High,67.1415993237846,189.654179778148,71.493068446581
Rocket_Body,Small,High,21.1461424035235,20.5556682402634,114.542294844248
Fragment,Large,Moderate,16.348207383366,39.7955398710889,38.7396536830745
Fragment,Medium,High,91.8486553317288,78.9801801106486,72.1179252269591
Satellite,Large,Moderate,27.1115889686835,167.166089957571,148.802395409525
Rocket_Body,Large,Critical,83.9125139103733,155.97033563125,102.997563503105
Satellite,Small,Critical,59.0167783996422,287.889070321004,126.203515695779
Satellite,Large,Critical,17.0070867647892,266.21087539828,62.2271409840818
Satellite,Large,High,95.990337229426,153.474585836652,115.179138468878
Satellite,Medium,Low,32.2265050292703,120.133514727226,6.07637594119827
Fragment,Small,Low,87.3680810817345,113.928762262139,18.4366773813367
Fragment,Small,High,25.1929005206107,278.638231425843,30.4605889380093
Satellite,Small,Low,86.8548593927667,18.7460662396571,60.2927886922829
Rocket_Body,Large,Moderate,11.1905931614764,4.61579382381809,126.861731748864
Rocket_Body,Small,Low,56.0602410912532,286.395981093593,51.9399076181895
Rocket_Body,Large,High,79.2498321479401,171.772695356057,98.1931790273194
Rocket_Body,Large,High,94.1315965743505,47.1172098792873,106.397144220522
Satellite,Medium,Moderate,91.8281922585838,84.8037364540204,87.9273531132512
Fragment,Medium,Critical,83.766238259288,335.701423115057,53.5862952255204
Rocket_Body,Medium,High,89.9372214695173,309.421071224963,86.5580012570316
Satellite,Medium,Moderate,27.9297717253368,255.52261808063,51.3398389184619
Rocket_Body,Medium,Low,35.5765866140555,173.601082921437,12.5810607828018
Rocket_Body,Large,Low,36.0071672428952,187.316505428898,148.920596727902
Satellite,Large,Moderate,43.9348537901528,351.088032702225,19.0773680448766
Fragment,Small,Moderate,45.3988603346669,347.677359798343,10.8522575754086
Fragment,Large,High,59.0099792189207,77.4968564829003,131.779612381073
Satellite,Large,Low,24.3891787029797,291.997643869914,45.2751991339342
Fragment,Medium,Moderate,72.212199740739,71.007359820126,97.5445461110261
Satellite,Large,Low,25.0809885374055,76.8734920382225,49.3508594493349
Satellite,Medium,Moderate,37.9277633894092,243.393492299247,58.7181406191706
Satellite,Small,Low,55.3010617545538,145.800395491517,39.3169458025194
Fragment,Small,Critical,81.6796505371129,335.355986558347,51.4566008689515
Satellite,Large,High,76.5522309914854,32.0435045625631,61.6050600879814
Rocket_Body,Small,Low,68.098092076947,184.149230691417,108.062410363851
Fragment,Large,Critical,24.0195934522153,330.667750959523,76.7304291352187
Fragment,Small,Low,59.234081105402,325.480917772621,141.534782573546
Fragment,Medium,Low,17.8701851619896,56.3505168296668,6.28205907581632
Fragment,Medium,Critical,43.9626859116985,131.989572034724,75.4602483948042
Rocket_Body,Medium,Low,47.2164877260963,222.88370401681,87.6337183247577
Fragment,Medium,Low,13.5830295501178,57.3821585177047,138.029547911141
Fragment,Large,High,34.6589289522974,348.487981936465,7.37377854321413
Satellite,Small,Critical,96.008452053984,329.309758341957,86.0249377402824
Fragment,Large,Critical,95.826934704672,60.1020644524089,128.044489279193
Rocket_Body,Medium,Moderate,41.7094348827285,43.6159660539547,36.2891592178854
Rocket_Body,Large,Low,13.8790098053491,30.7470538109755,131.44385227859
Rocket_Body,Small,High,26.1185445395363,327.399719053187,2.85651139114377
Rocket_Body,Large,Low,45.2996014090186,69.7045715263658,109.868194370059
Fragment,Small,Low,95.3001728172306,149.862574275967,139.966983175297
